review,Trang,Uyên,Đạt,Gold
Don’t brake Oprah’s OTHER phone,0,0,0,0
Don’t care about the beef but this is kind of a banger and is pretty fire.,1,1,1,1
"Don’t care what others say, this movie is 4.5 stars out of 5. A really great Marvel movie. Don’t miss out because you listened to movie critics, make your own opinion.",1,1,1,1
Don’t care what y’all say I will always be A rice fan always was always have been I miss him uploading and all that I hate coming back to these videos becuz I still remember having to get used to my favorite YouTuber who made me laugh and smile thru so much bull shit stop uploading becuz of what happened with idubbz and people telling me stuff for still being a fan like I ain’t gonna switch up but yeah. I would do anything to go back to those times.,1,2,2,-
don’t even care this song is so good,1,1,1,1
Don’t get why people hate this Marvel movie this is the just beginning of their story they’ll be back,1,2,2,-
don’t hate me ....i’ve been watching this for years! i love this song 😂😐,1,1,1,1
Don’t know anything about this beef but that instrumental is ducking amazing,1,1,1,1
Don’t know this till the diss track,0,0,0,0
Don’t know why all the hate great song!!!,1,1,1,1
"Don’t let the critics fool you, this film is really good",1,1,1,1
Don’t let this distract you from the fact that geico can save you 15% or more on car insurance.,2,2,2,-
"Don’t let this distract you from the fact that in 1998, The Undertaker threw Mankind off Hell In A Cell, who then plummeted 16 ft through an announcer's table",2,2,2,-
don’t lie tho.. these were good days,1,1,1,1
"Don’t lie, life was so vibin and chill when this dropped",1,1,1,1
Don’t listen to the hate comments I love this song!,1,1,1,1
don’t listen to the haters rice,1,1,1,1
Don’t listen to the reviews this is actually a good movie,1,1,1,1
Don’t mind me I just came to join the dislike gang™,0,0,0,0
"Don’t mind me, I’m just here to spit on the grave of Ricegum’s career.",0,0,0,0
Don’t tell my hood friends I listen to this,0,1,0,-
Don’t understand the hate - the song is 🔥,1,0,1,-
"Don’t understand why people think this is bad, they clearly don’t know anything about rap.",1,1,1,1
Don’t understand why this got 2.1m dislikes. When this first came out I use to listen to it all the time😂. The memories,1,1,1,1
Don’t worry guys the 30K likes are actually Australians trying to dislike.,1,0,0,-
"Don’t worry Mr. FBI agent, I’m just here to read the comments",0,0,0,0
"Don’t worry, people who liked are on the F.B.I. watchlist",0,0,0,0
"Don’t worry, who ever likes this trailer will be put on our watchlist.",0,0,0,0
"dont lie, you vibed to this even before Lil Pump slander was born",0,0,0,0
DONT MAKE THE CHILD DO ITTTTTTTTTT,0,0,0,0
Dont mind me just visiting the grave,0,0,0,0
"Dont rap mumble,start rapping lyrical",0,0,0,0
Dont think a lot of people realise how much of a character rice is,1,1,1,1
Dont wear his shirt he put his sweat in it!!!,2,2,2,-
"Dont; forget:     You proved all of his points in this song, and the 48 seconds of insults don't count cz its' not a diss",0,0,0,0
dope,1,1,1,1
Dope,1,1,1,1
Dope bars,1,1,1,1
Dope pump🔥🔥💪,1,1,1,1
dopest song from rice 💯💯💯,1,1,1,1
"Doucouré, surprised by the wave of criticism that she and her film received, declared to a portal, “I only hope that these people see the film, because then they will realize that we are actually on the same side of this battle against the hypersexualization of children ”.  The film even received criticism from people who had not seen it, people who prefer to close their eyes to situations that are far from being fiction. Some scenes could make many uncomfortable, but we must not lose sight of the fact that the film is told from the eyes of Amy, whose motivation is to be accepted in a world where being a woman means fulfilling a social role. It is true that at times the camera rests on the bodies of girls exposing them, but it does so to critically represent how the mass media and social networks spread a message on a daily basis where the objectification of women generally results in success.",1,1,1,1
"Dr. Strange : ""Is that everyone?""  Wong : ""Why, you wanted eternals too?""",2,2,2,-
"Drax was amazing in this trailer, i really loved it,as he was standing still. So invisible..",1,1,1,1
"Drink me Jacob, DRINK MEEE!!!!!",1,1,1,1
Drink me please.,1,1,1,1
Drinking game Take a drink when he make a good bar Oh nvm I’m sober,1,1,1,1
"Dropped my netflix over this, not a single regret. Never looking back.",0,0,0,0
Drugs 0%  Alcohol 0% Sex 0% Talent 100%,1,1,1,1
Dude 16-17 was the shit,0,0,0,0
Dude Autotune did great but where was Jacob?,2,2,2,-
Dude finessed the whole industry,1,1,1,1
Dude how the fuck can I make a minecraft parody of this shit,0,0,0,0
dude how the fuck this is music,0,0,0,0
Dude i forgot this song even exists,0,0,0,0
Dude I used to play good and blast this all the time when this came out man the nostalgia bro,1,1,1,1
Dude I'm rewatching this because of quarantine and if I saw a sweatshirt moved I'm dipping ✌,1,1,1,1
Dude invented audio torture 🗿,0,2,1,-
Dude legit did all the things he got dissed for,0,0,0,0
Dude looks both ways after he crosses the rode,1,1,1,1
dude never compare this to dat content cop way too fire for dat,2,2,2,-
Dude Omg this Was hella Fire🔥🔥,2,2,2,-
Dude really just finished watching 8 mile with last part. Surprised he didn't mention he's not afraid to go accopella,2,2,2,-
"dude rice why we still out here, you said wwho tf is void go check him out you will love his new ricegum disstrack",2,2,2,-
Dude this brings back memories,2,2,2,-
dude this gave me  a head ache,0,0,0,0
Dude this is fire,2,2,2,-
Dude this song is 🔥😂,2,2,2,-
Dude u lost pewdiepie flipped you off in asian jake paul just stop u lost your done for,2,2,2,-
dude void ended his hole life,0,0,0,0
Dude wtf?? A demonic sweatshirt!,0,0,0,0
Dude your music is hilarious. 😎,1,1,1,1
"Dude, how did you even come up with such creative lyrics",1,1,1,1
"Dude, this is amazing!!! I love this song, just about as much as Baby. Up there with Despacito",1,1,1,1
Duma on the track!!!!!!!,1,1,1,1
"Dunno why this got so many dislikes, this is his hardest work to date",1,1,1,1
Dura cancion🍸,2,2,2,-
During this video there was no brain cells lost     Brains were lost,2,2,2,-
Duro bendiciones,2,2,2,-
Duro🔥🔥,2,2,2,-
dzięki wam zrobiłem 1 whipa w życiu  dzieki ziomy 🤫🤣,2,2,2,-
E eu achava que não existia nada pior que o funk!!,2,2,2,-
"E finalmente assisti ao polêmico filme francês ""Lindinhas"" (título em português), que arrebatou prêmios importantes no Festival de Sundance e Berlim neste ano de 2020 . Alardes sobre a suposta sexualização infantil ao colocar adolescentes com roupas apertadas e curtas, ""Lindinhas"" utiliza desse chamariz inusitado e original em sua narrativa para defender seu argumento bastante triste: de como a Educação contemporânea baseada em dogmas religiosos e conservadores acabam levando adolescentes ao mundo ""fútil da globalização"", na qual roupas transadas e danças sensuais são pré requisitos para os adolescentes conseguirem ""amigos"" ( fúteis) e namoradinhos... Muita Repressão na Educação leva ao desejo de libertinagem : esse é o mote principal de ""Lindinhas""! Então, deve - se liberar tudo para os adolescentes, desde sexo e drogas desenfreados? Não! E isso é exemplificado no final do filme ""Lindinhas"" : a protagonista, uma adolescente afrodescendente, foge de seu concurso de dança para o ""segundo casamento de seu pai"" ( a religião da mesma permite que o homem possa casar com várias mulheres) e chegando lá, sua mãe a repreende e até elogia a filha, dizendo "" Você não é obrigada a ir na festa""... Mãe com inveja da liberdade da filha? Hum... Não sei... Mais a protagonista do filme ""Lindinhas"" , vesti uma calça comprida e uma camisa nada obscena e desce de seu apartamento e, vai pular corda com os vizinhos, como uma típica pré adolescente... ""Quebrar a cara"" ou frustrações faz parte do amadurecimento de qualquer Indivíduo, seja adolescente ou adulto... E que bom que no final do filme, a protagonista do filme compreendeu isso, e vestiu - se com a vaidade típica de uma adolescente, mais sem vulgaridades e... Foi pular corda! No mais, um filme Excelente, recomendo ""Lindinhas"".",1,1,1,1
É muito foda,2,2,2,-
Eagerly waiting for it's English version....Big fan from India,1,2,1,-
Easily one of the best films I’ve ever seen,1,2,2,-
Easily one of the most beautiful movies of this year,1,2,1,-
"Easily the 2nd best movie this year so far. I'm glad MCU went doing newer things rather than the same old stuff. I beginning to see tons of positive reviews, after day 1 of release and Rotten tomatoes are owned by Warner bros. Their critics are officially biased. Those negative reviews are from neither an MCU fan nor a comics fan.",1,1,1,1
Easily the BESTEST of MARVEL SERIES. shines like a star. Excellent writing 👍💖,1,1,1,1
Easily the most satisfying like to dislike ratio I have ever seen,2,2,2,-
Easily the weirdest music video ever,0,0,0,0
Easy Dub,2,2,2,-
Eat the prison food the show,0,0,0,0
Edp and r Kelly must’ve made this movie,2,2,2,-
Edp is so happy,2,2,2,-
Edp loves this movie for the plot,2,2,2,-
EDP would love to watch this,2,2,2,-
"EDP's movie has 94k likes and no dislikes, must be good",2,2,2,-
EDP445 favorite movie,2,2,2,-
EDP445 will love this movie,2,2,2,-
"Eestou em 2019 e dizendo ainda que essa som é um dos melhores traps mundiais ,aceita que doi menos",2,2,2,-
"Eita música viciante, braba demais! 🤘🔥",2,2,2,-
El mejor anime queremos la secuela,2,2,2,-
EL MEJOR DE LA NUEVA ERA,2,2,2,-
El Mejor Tema Hasta El 2020 Todavía Pega🇨🇴🇨🇴,2,2,2,-
El poder de los podridos no tiene limites...,2,2,2,-
El primer rapero que me gusta .,2,2,2,-
El sicario Lil pump🇺🇸🇩🇴 república dominicana apoyando el talento,2,2,2,-
"Eleven-year-old Amy starts to rebel against her conservative family’s traditions when she becomes fascinated with a free-spirited dance crew.  Yes so conservative, not leting your child be sexualised",2,2,2,-
"Eleven-year-old Amy starts to rebel against her conservative republican Trump supporting family’s traditions when she becomes fascinated with a socialist, progressive, regressive leftist, democrat, feminist, free-spirited dance crew.",2,2,2,-
Embarrassing that this is supposed to be our Europe as well.  🤮,0,0,0,0
Embracing your femininity it’s being a stripper oml I’m literally feeling ashamed to be a female because of these movies WE ARE NOT  STRIPPERS👏🏼,0,0,0,0
"Eminem joins the server  So finger-bang, Pootie Tang, Burger King Gucci Gang, dookie, dang, Charlamagne Gonna hate anyway, doesn't matter what I say Give me Donkey of the Day, what a way - Eminem  Lil Pump has left the server",2,2,2,-
Eminem- Says 10 words at a time   Lil Pump- Says 1 word 10 times,2,2,2,-
Eminem:Raps 100 words. Lil pump:Repeats the same work 100 times,2,2,2,-
"En dépeignant une image aussi non désinfectée, elle tient pour responsables ceux qui ont normalisé et sanctionné l'hypersexualisation des enfants en consommant ces mêmes contenus sous le couvert d'un divertissement inoffensif. Si Amy voit les visages derrière les «vues» au concours de danse, les spectateurs aussi regardent le seul point de réalité dans le monde virtuel: les enfants. La répugnance inscrite sur leurs visages est qu'ils se révoltent pour ce qu'ils ont eux-mêmes nourri. Privés du confort de leur téléphone, ils reculent. D'une certaine manière, la récente polémique de l'annulation de Cuties au motif même que le film tente de faire - sexualisation prématurée des enfants - corrobore cette lecture. Cette fois, le public est plus large, ainsi que l'écran, mais le sentiment de désarroi est partagé. Cela ressemble presque à ce qu'Amy aurait pu ressentir pendant la bagarre - un inconfort viscéral en étant vue.",0,0,0,0
En español esa cancion e s bien bonita!! Romántica y profunda,2,2,2,-
En mi humilde opinion esta pelicula muestra la realidad de muchas personas hoy en dia.,2,2,2,-
"Enjoy the Felony charges netflix, hope you lose.",2,2,2,-
Enjoy your time in court. Disgusting show.,0,0,0,0
"Enserio es verdad que ""jacob sartorius"" estubo. Con milie bobi brow mas que una genia porfavor",2,2,2,-
Entire 2.37 hours seemed eternal especially with all the alphabets,0,0,0,0
Epic,1,1,1,1
Epic move,1,1,1,1
epic movie. deserves higher score than what critics gave them.,1,1,1,1
EPIC SONG MAN KEEP IT UP,1,1,1,1
Época boa do trap,2,2,2,-
Época boa🇧🇷🇧🇷🇧🇷💚,2,2,2,-
Epstein would have loved this movie...,2,2,2,-
Eres el mejor cantante 💓,2,2,2,-
Es la mejor cancion que he escuchado @Lil pump😍,2,2,2,-
eS LA MEJOR ROLA DE LA VIDA.!!!!!!,2,2,2,-
"Es real, lo viví de cierta manera, quizás se ha podido evitar algunas escenas, pero es la vida real , es un mensaje para que lo padres sean buenos guías con sus hijos .",2,2,2,-
Es tan buena la pelicula que ya van 12 o 13 veces que veo las escenas de baile 😎🤙,2,2,2,-
"es un poeta,sus liricas son lo mejor que ha visto este siglo",2,2,2,-
Eskeeeeeeeeeeetit❤️ well done for a billion you’re the best❤️❤️❤️,1,1,1,1
ESKEIT!!!!!!!!!,2,2,2,-
Eskereeeee lil pump sigue asi,2,2,2,-
Espero con ansias la segunda parte 😜😈😈😈😈😈,2,2,2,-
Essa e a primeira música em inglês que eu decorei.,2,2,2,-
Essa é do tempo que n tinha depressão😰,2,2,2,-
Essa música da uma impressão que foi gravado em 2008,2,2,2,-
Essa musica é muito vicianteee,2,2,2,-
"Essa música é viciante, muito foda😎",2,2,2,-
Essa música merecia 2 milion de likes,2,2,2,-
Essa música vicia -_-,2,2,2,-
Esse cara é fodaaa,2,2,2,-
"Esse dia foi foda , tomei lean pra caralho , obrigado por te me convidado , Lil pump é foda ❤🍁",2,2,2,-
"Esse filme é problemático em tantos níveis e chega a ser a mais problemático ainda o fato das pessoas forçarem um crítica que não existe. O filme em nenhum momento critica a sexualização infantil , ele poderia ter abordado como a mídia influência isso , como é tratado com naturalidade muitas vezes  e etc... Porém o filme tem um enredo extremamente pobre , consegue demonizar a religião e os costumes  da protagonista ,  inúmeras cenas com sexualização desnecessária ALERTA DE SPOILER (  a cena onde a amy ensina a coreografia para as garotas existe claramente uma exposição das atrizes q não há argumentos que justifique . A bunda das garotas ficam sendo focadas por minutos e minutos seguidos de maneira desnecessária  e fora a cena do "" exorcismo "" onde a amy com um corpo molhado faz posições sexuais , enquanto ao fundo deixam uma respiração ofegante simulando um ato sexual . O filme é repleto de cenas desnecessárias onde nenhuma delas apresentam um tipo de crítica . TER SENSO CRÍTICO NÃO É VER CRÍTICA EM TUDO!!!!!",2,2,2,-
Esskeetit Eres Grande Me Gustan Tus Canciones Saludos #Desde_Mexico🤘🎧🤑,2,2,2,-
"Esskeetit let s get it , ou vamos nessa  vamos começar em português kkkk",2,2,2,-
ESSKETIT,2,2,2,-
Esta buena la canción!,2,2,2,-
esta canción  solo dice Gucci gang pero tiene ritmo uwu,2,2,2,-
esta canción  solo dice gucci gang pero tiene ritmo uwu,2,2,2,-
Esta canción caí en mi día de cumpleaños  I fell on this song on my birthday,2,2,2,-
Esta canción es intelectual y muy increíble y cualquier que diga lo contrario tiene toda la razón,2,2,2,-
Esta cancion me trae muchos recuerdos :') ojala mañana pudiera despertar en el 2017 y ser feliz.,2,2,2,-
Esta cancion me trae muchos recuerdos :') ojala mañana pudiera despertar en el 2017 y ser feliz.,2,2,2,-
Esta chido,2,2,2,-
Esta muy buena la cancion,2,2,2,-
Esta obra de arte revivió el cine 🙏,2,2,2,-
Esta pelicula lo ve mordo todas las noches y dias 😎🤙,2,2,2,-
Esta película necesita ganar un Oscar o algún otro premio. Es así de buena.,2,2,2,-
Esta vez llegaste muy lejos cabron,2,2,2,-
"Estaba viendo un video de German cuando encuentro el video ""LOS VIDEOS CON MAS DISLIKES"" y en eso me encontro a jacob  en la miniatura..Desidi ver el video y era esta cancion con 1.87 MLL en 2016 top 10 mas dislikeado...NO ENTIENDO POR QUE SI LA CANCION EN SI ESTA BUENA :)",2,2,2,-
este hombre me encanta,2,2,2,-
Este lokito saco un tema con el alfa jefe y Va romper la liga,2,2,2,-
"este trailer está algo cambiado,  lo recordaba más explícito",2,2,2,-
Este trailer estuvo realmente bueno,2,2,2,-
Esto es lo más genial,2,2,2,-
Esto es un Imno🔥🔥🔥🔥,2,2,2,-
Esto se va a escuchar siempre por qué esto son temas que te llegan en el corazón cuando estás triste y esto se escucha pa consentrarte bien y inspirarte mejor...,2,2,2,-
Esto sí que es puro flow🤟🔥🔥🔥,2,2,2,-
Esto sigue siendo una obra de arte para mis oídos 👽🎶,2,2,2,-
Estuve buscando está canción por mucho tiempo ahhhh ✨,2,2,2,-
Estuvo de 10👌👌👌😍😍😍😍😭😭😭🥴😳😳😳,2,2,2,-
Eternal is fantastic movie our expect.. it's like thor who first not good but after it's a brand... That's why the upcoming films of eternal is such a good movie... I love this movie,1,1,1,1
"Eternals is a movie that tries to break out of the narrative conventions of previous MCU films, and in that it gets large props. However, it posits the question of ""is humanity really worth saving"" by offering the Disney-esque answer of: shrug sure. It's still a very enjoyable film that occasionally has brings up some great topics, including the objectivist notions we have of superheroes, while delivering on it's action, which while not Avengers-level epic, are still spectacular.",1,1,1,1
Eternals is interesting but could've been absolutely stellar as a TV show. The potential for storytelling across human history and finishing it with a movie that serves as a series finale. What could've been...,2,2,2,-
Eternals is not that bad as the critics suggests. It's a pretty good depiction of Marvel's cosmic universe. It's like an origin story of the MCU itself. Liked the way they Integrated the story to human civilizations.,1,1,1,1
"Eternals is the 2nd movie that explain about Celestials, the first is Guardians of the galaxy vol. 2",1,1,1,1
Eternals isn’t a typical Marvel movie but I love it!👍,2,2,2,-
"Eternals made me realise why thanos did what he did. Thanos was trying to delay the emergents, it kind of makes me pity him.",1,1,1,1
"Eternals should be the mysterious hero, who save human from deviants only. Not interfere in any human conflicts. The Trailer more goosebump rather than the movie.",2,2,2,-
"Eternals story has very similarities with the game Star Control 2 The Celestial emerging from worlds is like the Deep Child of Mycons The sentient life being harvested by Celestials is done by Ethernal Ones in SC2. To harvest sentience in great quantity, the Eternal Ones planted ""seeds"" throughout the universe that created all the other races in the Star Control. I don't know which one is written earlier but these two are very similar, just like `Lucas Art's Monkey Island Series` and `Pirates of The Caribbeans` franchise.",1,1,1,1
Eternals trending #1 on Disney+,1,1,1,1
Eternals was for sure a different take for marvel but it was definitely a movie to set up future mcu projects.,1,1,1,1
"Eternals was really good. It’s really different, albeit a little lengthy. I almost felt like it may have been better as a Dis+ series just because it covers soooooooo much time and so much character development. But it’s definitely an awesome experience and I do wanna see it again.",1,1,1,1
"Eternals: ""We don't interfere"" The Watcher: ""Hold my stories.""",2,2,2,-
"eternals: ""when you love something you protect it "" also eternals. : ""only when deviants are involved"" i think it's more of terms and conditions😂😂",2,2,2,-
"Eternals: ""When you love something, you protect it."" Also Eternals: “We didn’t interfere because we were instructed not to”",2,2,2,-
"Eternals: ""When you love something, you protect it."" Also Eternals: “We didn’t interfere because we were instructed not to”",2,2,2,-
"Eternals: ""When you love something, you protect it."" Thanos wipes out half of the population Eternals: 👁️👄👁️ 🍿",2,2,2,-
Eternals: “Can we help the humans?”  Celestials: “Did you seriously just ask us that?”,2,2,2,-
Eternals: At least we have front row seats   Kang: You sure about that?,2,2,2,-
Eternals: Killing an unborn child because you fell in love with the Gerber.,2,2,2,-
Eternals: We were told not to interfere. TVA: That’s cute.,2,2,2,-
Eternals: Would you like to join our family? Kit Harington: I don't want it.   I don't know if someone's already made this joke or not.,2,2,2,-
EU AAAMO ESSE MENINO!! 💖,2,2,2,-
EU AINDA NÃO SUPEREI ESSA OBRA PRIMA AAAAAAAAAAAAAAAAAAAAA,2,2,2,-
eu amei essa música,2,2,2,-
Eu assisti ontem é muito bom esse filme 😍,2,2,2,-
"Eu gostei, não sei por que  tanto deslike 😮😮",2,2,2,-
"eu nunca fiquei com tanta vontade de acabar com a carreira de alguém q nem eu quis com esse cara KKKKK,pqp essa música é HHHHHHOOOOORRRRÍÍÍÍÍÍÍVVVVVEEEEELLLLLL",2,2,2,-
"Even 3 years later i can’t get over how he made a song to flex about how he’s not insecure about flexing just to show everyone that he, is in fact, very insecure and needs to flex to cope",0,0,0,0
Even auto tune didn’t fix his voice,0,0,0,0
even Bob The Builder can't fix this,0,0,0,0
Even Dirty Dan didn't make such a thing,2,2,2,-
Even his clothes are running away from him',0,0,0,0
Even his clothes wants to walk away from him!,0,0,0,0
Even his shirt wants to get away from him,0,0,0,0
Even his sweatshirt is trying to escape his constant singing,0,0,0,0
Even his sweatshirt wants to run away from him,0,0,0,0
Even his sweatshirt wants to run away from him😂😂😂👏👏👏,0,0,0,0
Even iDubbbz has better rapping skill than Rice. Damn.,0,0,0,0
Even if he's a bad singer he could've had vocal training he makes good enough money,0,0,0,0
Even if idubbz diss proves all his points in this track but you have to agree this go way harder than Ian’s diss 🔥 🥶,2,2,2,-
Even if idubbz diss proves all his points in this track but you have to agree this go way harder than Ian’s diss 🔥 🥶,0,0,0,0
"Even if you are no longer with us, I keep listening to you.",0,0,0,0
"even if you put everything about the movie itself aside, just what Netflix did alone with the alternate promotion for American audiences (i.e. the über sexual poster) is utterly despicable",0,0,0,0
Even in 2020-2021 This shit still HEAT!,1,0,0,-
"Even the fact that he responded is just embarrassing,  Makes him look more pathetic  I mean he already was just pathetic",0,0,0,0
even the sweatshirt crawled away from him,0,0,0,0
Even the sweatshirt is running away from him. Good choice. 👍,0,0,0,0
"Even the title induces extreme cringe, who record this song and thinks yea this sound get drop it I wanna embarrass myself infront of millions",0,0,0,0
Even the title of the movie is hella weird. This is disgusting.,0,0,0,0
Even tho he didn’t do anything to disprove the content cop the song is still pretty good as a song with nice flow,0,0,0,0
Even tho iddubz won you have to admit this slaps hard,0,0,0,0
"even tho lil pump fell off, I still listen to this song. this song is a classic no cap",0,0,0,0
"Even though I hated rice, banter and drama is so entertaining to watch.",1,1,1,1
Even though idubbz won I will always love the roasts at the end.,1,1,1,1
"Even though this trailer is disgusting I will say it's realistic. I work at a school and these little girls wear some of the most disgusting clothing. I don't blame these little girls, I blame their parents, the media, which is so sex crazed, and these so-called role models, like cardi b and those like her, who unfortunately these little girls look up to. Then these little girls grow up and do the same thing and influence the next generation. So it continues to repeat and gets worse and worse each generation.",0,0,0,0
"Even two years after this is so still hilarious, like the way he must have thought this was actually good, like “big nerd” and “nerdy skater” I just love how shit it is",1,0,0,-
Even UNICEF cant save that guy,0,0,0,0
Even when I have this video on mute the cringe is strong,0,0,0,0
even when ricegum makes a diss track on someone else he still talks more about himself,0,0,0,0
"Ever have that feeling of ""Should I watch and possibly regret it or play it safe?"" I had that feeling before watching this.",0,0,0,0
ever since i watch this movies i wish i was never bored,0,0,0,0
"Every adult involved in the production and distribution of this should be in prison. You all failed those girls, from the parents all the way up to Netflix for approving this for release. How many adults were involved in this who saw nothing wrong at any point, who took roles (some on the behalf of these children - IE PARENTS) in this “film” without questioning any of the subject matter at all? Were you there watching them film your child like that the whole time and never thought something was wrong at any point? You had a director tell your 11 year old to do those things and let them, because why?! You should all be ashamed of yourselves.",0,0,0,0
Every day god drifts further away from us,0,0,0,0
Every day I come back to this to see the number if dislikes growing,0,0,0,0
every day i respect thanos  more,0,0,0,0
EVERY DISLIKE COUNTS. LETS GO GUYS,0,0,0,0
Every good people heard this atleast once🔥,0,0,0,0
every line had a frickin curse word,0,0,0,0
every member should be far stronger than SuperMan x100,0,0,0,0
Every once and awhile I watch this to remind myself life is pointless and full of trash,0,0,0,0
Every one can give up after this kind of flopped music  . . . . But he doesn't give up  #respect,1,0,0,-
Every ricegum diss makes me love him even more. why do people hate this guy?,1,0,1,-
Every second it gets worse and worse!!,0,0,0,0
Every single one of your songs sounds like the SPED room.,0,0,0,0
every time Arishem appears >>>>>>>,0,0,0,0
"Every time he says ""gucci gang"" one of my neurons comits suicide.",0,0,0,0
Every word he says just proves idubbbz point,0,0,0,0
Everybody gangsta until   BY WHO start showing up,0,0,0,0
Everybody gives Jacob shit but you've gotta remember he was like 13 when he made this. He may not be able to sing or write properly but he did a hell of a lot better than I could've at that age and he made it big,1,0,0,-
Everybody hates on this song but they secretly ❤️ it,1,0,1,-
EVERYBODY PLEASE GO TELL HONEST TRAILERS TO DO THIS!,0,0,0,0
Everybody remember when This was what we hated the most? and there were no bigger problems then this? i do too,0,0,0,0
everyday i thank god i never had a cringey middle school relationship.,1,0,1,-
everyday we stary further from god's grace,0,0,0,0
"Everyone but ""differently"" has that “sentiment” at teen age.,it’s like “lion calf"" teach himself a lesson to learn control beatween hunting and playing..",0,0,0,0
Everyone can agree the editing is fire,0,0,0,0
Everyone Else: “[Meme about the Eternals not stopping Thanos]”  Me: “I’m so glad they let Richard Madden use his natural Scottish accent and show the white curl in his hair!”,0,0,0,0
Everyone hated it but everyone also knew the words,0,0,0,0
Everyone hates on this song but y'all gotta admit everything was better at this time,1,0,0,-
Everyone hating on em. But this still fire,0,0,0,0
Everyone here's just bashing Netflix (which is a good thing) but no one's questioning who the parents of these kids are.,0,0,0,0
Everyone is “bullying” him when he looks like the least bullyable kid in the school. I think it backfired too.,0,0,0,0
"Everyone is talking abt how bad it is, but the girl is literally Olive from Manifest😭",0,0,0,0
"everyone keep your girlfriends down, Jacob Sar bout to head out",0,0,0,0
Everyone keeps saying that Ricegum broke the stereotype of asians being smart. I'm asian and I'm offended...       And I completely agree.,0,0,0,0
"Everyone stop hating, this song saved my life he was there for me when I was in a dark place. Love you daddy ❤️",1,1,1,1
"Everyone talking about how Netflix is supporting pedos but not about the parents who agreed to let their kids act in this.  Edit: Holy hell this blew up quick, let me clarify a few things.  1. I don't care about anyone who has nothing to do with this issue directly. That's a whole different issue that you need to discuss elsewhere.  2. I know how bad Netflix is so stop telling me that it keeps selling this and that. The very fact we can't do anything about the parents who agreed to such things only makes them far worse.",2,2,2,-
"Everyone talks about how YouTube Rewind 2018 has the most dislikes, but this has the highest dislike percentage, which is definitely a greater show of how bad something is. So, congrats, Cuties trailer, for being the single most disliked video by percentage!",0,0,0,0
"Everyone trippin' Rice definitely won LOL this shit mad fire. Still live and earning millies each Video, Rice wit 2 W's",2,2,2,-
Everyone who has roasted this guy you have my respect,0,0,0,0
"Everyone who supports this guy should look up the meaning of ""ad hominem"" and should also remember that he asked for it. Wow👌😂 great job",0,0,0,0
Everyone will have opinions. Japan age of consent is 13 and no one is talking about this. Some places it’s 12. Just because you come from a country where they condition you to think a certain way does not mean it’s evil because it’s not how you think,0,0,0,0
"Everyone wondering why they didn't stop Thanos but let's be real, for their actual reason for being there, Ultron was a much bigger issue than Thanos was lol",2,2,2,-
Everyone: “Netflix needs to remove this film” Netflix: “Lets change the description and thumbnail cause that will defo make a difference” Everyone: proceeds to destroy the dislike button,0,0,0,0
Everyone: “who are you?”  The protagonists: “I’m A tWeRkEr AnD iT’s My DrEaM!”,0,0,0,0
Everyone: 2020 can't get any worse! Netflix:,0,0,0,0
"Everyone: Complains about this movie  Netfilx: ""hol up let me change the cover and the description real quick""",0,0,0,0
Everyone: Dislikes  Netflix: BuT iT wOn An AwArD!!!,0,0,0,0
Everyone: rice gum won Likes in the video: 1.1M Dislikes in the video : 1.2M  Iduuubz fans: we see no god up here than us,2,2,2,-
Everyone: wtf is this   the 30k people that liked this: yes,1,1,1,1
"Everyone's talking bad about this movie, but I bet they haven't even seen it. This movie was not as bad as everyone is making it out to be.",1,0,1,-
Everything about this makes me feel like I’m closer to using a stone slab crushing my skull,0,0,0,0
"everything is clear, the author loves gucci!",2,2,2,-
Everything is proving Idubbz and boyinabands points,0,0,0,0
Everything that was said in this is proving Idubz right.,0,0,0,0
"Everything that’s wrong with the world and Hollywood,",0,0,0,0
everything was fine up to the inclusive part,0,0,0,0
Everything was good just take the acapella out pls,1,0,0,-
Everything wrong with this generation in one video,0,0,0,0
Everytime i am in a problem i listen to this song...  And think   If i can survive this shit....then  I can do anything,0,0,0,0
Everytime I watch this video I cringe more than when I did last time.,0,0,0,0
ew,0,0,0,0
Ew,0,0,0,0
Eww🤮,0,0,0,0
"Excelente película, 10/10 ojalá saquen otra 💪😍😍😍🙏🙏🙏🙏🛐🛐🛐🛐",1,1,1,1
Excellent movie...,1,1,1,1
EXECPT A 11 YEAR OLD PERSN,2,2,2,-
Exelente pelicula parte 2 pls,2,2,2,-
expectations - 0:31  reality - 2 million dislikes,0,0,0,0
Expressing oneself through dance is an amazing feeling.,1,1,1,1
"Externals, Venom, Shang Chi, and Morbius after Endgame: “Hey what did i miss?”",2,2,2,-
eyo im still waiting cuties 2 🙄🙄,1,1,1,1
FÃ NUMERO 1 BRASILEIRO,2,2,2,-
Facepalm,2,2,2,-
Fact: there’s more creativity in the comments section than in the song,0,0,0,0
failurecore,0,2,2,-
Faith in humanity restored 🙏,1,2,1,-
Faith in Humanity restored❤️ after watching the amount of dislikes 👎,0,0,0,0
Fall Collection IKEA is epic,1,2,2,-
Fall collection IKEA should be an Eternal,1,1,1,1
Falta poco para el 1.000.000.000 de visualisaciones,2,2,2,-
Falta pouco pra 1 Bilhão,2,2,2,-
Fam you're proving him right with every word.😴,2,2,2,-
"Fam, the lasy bit just shows just how little flow he has 😂😂😂 rice ya played yaself",2,2,2,-
